,date,volume,available_volume,anger_score,anticipation_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,trust_score
0,2022-11-01,10000,9824,8665.292240074565,13845.732755869856,5798.073345690692,7536.181440232218,6922.164350583996,3595.493373842732,6516.642112944859,8140.574091896444
1,2022-11-02,10000,9826,8900.57843602008,14170.483371770884,6035.339695292362,7942.368218521048,7171.568432681826,3638.3540912358144,6306.889058829757,8243.799357323142
2,2022-11-03,10000,9842,8734.384717780305,13946.21169908742,6344.579875265221,7851.629563408658,7312.490197445726,3962.104487814256,6895.394396245318,8518.684530643031
3,2022-11-04,10000,9842,8591.423297295485,14035.242625870105,6009.758100347592,7629.566033212523,7317.301144268957,3955.4157814387036,6635.316919567308,8220.576726063506
4,2022-11-05,10000,9801,8648.386399006811,13183.388294124545,5844.340539420121,7738.306756005882,6903.46120119269,4031.181158746355,6718.469395560454,7989.683453481419
5,2022-11-06,10000,9834,8724.410097210988,13194.885766265095,6104.978799859543,7685.558824415352,6843.556775608815,3995.4924227724396,6764.180735248721,7819.867159146475
6,2022-11-07,10000,9829,8453.093871810335,13688.292439589988,6412.2833638596885,7820.860101203319,6586.364435918936,3921.271660184944,6584.319131278195,7336.046421900963
7,2022-11-08,10000,9817,7523.37104400659,12066.642698503669,6053.872436010824,7502.455746414127,6407.798601549553,3680.1026378333427,5581.775373016346,7064.497775320624
8,2022-11-09,10000,9749,7971.880258659061,11014.732839953878,6367.191623064075,7573.0977031351795,6040.638544931788,3793.4552125802365,5500.666608575959,7092.335184488662
9,2022-11-10,10000,9809,8651.546747694043,12601.790231439194,6527.496838804565,7746.974662548544,6603.654270454301,3921.615994604659,6305.258343750951,8050.624282744997
10,2022-11-11,10000,9846,9134.344803206775,13024.85188602782,6649.310658552153,7668.405455286844,6464.045559971434,4093.5034392247076,6303.800005636162,8060.6840881345515
11,2022-11-12,10000,9767,9202.848716419046,12634.248328937934,7261.084081349341,7371.17428909775,6671.533806865469,3789.6775441695145,6908.998264057402,8211.243076929966
12,2022-11-13,10000,9787,9319.432549187493,13230.123722519864,6759.46674383255,7806.084371595443,5988.06367820644,3949.722752480968,6151.48287082256,7720.024959764647
13,2022-11-14,10000,9845,8884.995359800407,13330.247703665686,7154.424373853066,7846.66715282525,6342.606793096141,4056.084349235953,6734.118361129434,8264.66213181809
14,2022-11-15,10000,9746,9446.788750465983,13837.223903286977,7222.120549744911,7931.433548597424,7107.666173710136,3986.899812885644,6858.0328010546145,8650.0385194134
15,2022-11-16,10000,9784,8978.517892502654,13048.708244714368,7219.963047761235,7835.143456100858,6734.282791404167,3914.7412625747443,7032.225683629342,9099.965120817427
16,2022-11-17,10000,9704,8610.891126694061,12692.66417006131,6438.592025701798,7664.980618547623,6277.878000068364,3847.8856806985805,6134.329988862598,8804.611812575136
17,2022-11-18,10000,9809,8892.912205567503,13443.745025177403,6412.515567355169,7454.429471849505,6194.2134269422595,3728.1437495202404,6476.04503466191,8401.21667944621
18,2022-11-19,10000,9805,8846.81553827726,12840.573452442222,5920.7700112679495,7224.152095098195,6192.34946190718,3757.2847536226855,5783.959278680128,7802.849749296061
19,2022-11-20,10000,9830,9207.707522064105,12948.716230722835,5983.751673130146,7210.238849618645,5995.485674238492,3880.1296111091724,6245.570755098015,7473.354945902764
20,2022-11-21,10000,9849,8776.093365492014,12611.236574427061,6683.217092104301,7551.236162493689,6209.40286030269,3962.946293849854,5870.296213210871,7899.560106622907
21,2022-11-22,10000,9698,8818.952083714443,13108.356651842361,6834.1218330079155,7142.196446880277,6104.441324042801,3739.453245101947,6408.59982415199,7742.968946084149
22,2022-11-23,10000,9848,8793.234763916145,13852.668825207962,6422.65992168391,7694.334042385488,6605.812553179097,3720.412379450947,6435.684420425904,8316.470024754037
23,2022-11-24,10000,9847,9776.088437492435,14756.079886713751,7578.475299613926,7929.578444345829,7725.091777120055,3983.06815728345,6487.439816489575,8074.1908470109865
24,2022-11-25,10000,9813,8566.539256521712,12598.157808768721,5576.201849080072,7159.739460533155,6196.470691486911,3586.3727589361647,5851.276181338858,7641.775426191047
25,2022-11-26,10000,9830,8448.84112144823,12233.583756596494,5633.339104295373,6775.273657604259,5753.050668725957,3514.7864512295982,5728.814687562728,7344.408429410981
26,2022-11-27,10000,9838,9078.48761656642,13535.686491594086,6714.577505754433,7359.9845601541,6429.446319484709,3714.8068753145853,7087.9100673319945,8029.59967126042
27,2022-11-28,10000,9808,9452.600173287816,14350.043354655856,6567.372241395621,8009.5951146843245,7042.6549186863385,4267.326791128719,6900.820558926493,8407.647737216857
28,2022-11-29,10000,9855,9113.972950840536,14117.821005021535,6403.540775392338,7891.055573873129,7016.162364386563,3909.769954984395,6477.356997430609,8156.595762321331
29,2022-11-30,10000,9851,9504.346136295733,13589.05043316757,6556.8305820955675,8176.614050867383,7563.18244957369,4307.902364551042,7566.230999976739,8685.289777433838
